날짜,업종,수요량(MJ),기온(°C),조업여부,요일
2024-10-29,기타 산업,804.0,24.1,조업,화
2024-10-30,기타 산업,820.8,16.2,조업,수
2024-10-31,기타 산업,806.8,17.4,조업,목
2024-11-01,기타 산업,876.2,13.0,조업,금
2024-11-02,기타 산업,278.3,11.8,휴무,토
2024-11-03,기타 산업,259.3,13.2,휴무,일
2024-11-04,기타 산업,884.7,8.9,조업,월
2024-11-05,기타 산업,1004.6,12.7,조업,화
2024-11-06,기타 산업,854.6,10.0,조업,수
2024-11-07,기타 산업,950.9,13.5,조업,목
2024-11-08,기타 산업,860.9,14.3,조업,금
2024-11-09,기타 산업,272.8,12.6,휴무,토
2024-11-10,기타 산업,278.5,13.1,휴무,일
2024-11-11,기타 산업,904.2,15.5,조업,월
2024-11-12,기타 산업,891.2,10.2,조업,화
2024-11-13,기타 산업,850.3,12.6,조업,수
2024-11-14,기타 산업,863.7,9.0,조업,목
2024-11-15,기타 산업,930.9,11.0,조업,금
2024-11-16,기타 산업,262.1,8.3,휴무,토
2024-11-17,기타 산업,273.7,13.2,휴무,일
2024-11-18,기타 산업,941.1,12.6,조업,월
2024-11-19,기타 산업,916.1,10.6,조업,화
2024-11-20,기타 산업,892.9,10.7,조업,수
2024-11-21,기타 산업,909.1,14.1,조업,목
2024-11-22,기타 산업,929.4,13.3,조업,금
2024-11-23,기타 산업,279.9,9.0,휴무,토
2024-11-24,기타 산업,263.9,12.0,휴무,일
2024-11-25,기타 산업,869.5,13.1,조업,월
2024-11-26,기타 산업,942.1,8.7,조업,화
2024-11-27,기타 산업,906.9,11.4,조업,수
2024-11-28,기타 산업,882.6,12.3,조업,목
2024-11-29,기타 산업,915.2,11.8,조업,금
2024-11-30,기타 산업,259.7,11.4,휴무,토
2024-12-01,기타 산업,314.4,7.1,휴무,일
2024-12-02,기타 산업,973.5,4.3,조업,월
2024-12-03,기타 산업,1026.1,10.0,조업,화
2024-12-04,기타 산업,1007.3,5.8,조업,수
2024-12-05,기타 산업,1013.4,6.4,조업,목
2024-12-06,기타 산업,948.0,5.7,조업,금
2024-12-07,기타 산업,296.9,5.6,휴무,토
2024-12-08,기타 산업,296.2,7.3,휴무,일
2024-12-09,기타 산업,953.2,5.1,조업,월
2024-12-10,기타 산업,1055.8,6.9,조업,화
2024-12-11,기타 산업,1107.4,7.7,조업,수
2024-12-12,기타 산업,1000.7,3.3,조업,목
2024-12-13,기타 산업,972.1,9.5,조업,금
2024-12-14,기타 산업,290.2,5.8,휴무,토
2024-12-15,기타 산업,304.8,8.5,휴무,일
2024-12-16,기타 산업,1044.3,7.3,조업,월
2024-12-17,기타 산업,978.9,7.7,조업,화
2024-12-18,기타 산업,1026.9,7.2,조업,수
2024-12-19,기타 산업,1058.2,4.9,조업,목
2024-12-20,기타 산업,1109.0,6.5,조업,금
2024-12-21,기타 산업,308.3,4.2,휴무,토
2024-12-22,기타 산업,302.4,5.7,휴무,일
2024-12-23,기타 산업,1032.4,5.4,조업,월
2024-12-24,기타 산업,980.7,6.9,조업,화
2024-12-25,기타 산업,1002.2,5.4,조업,수
2024-12-26,기타 산업,939.5,4.6,조업,목
2024-12-27,기타 산업,1073.3,13.1,조업,금
2024-12-28,기타 산업,304.9,5.0,휴무,토
2024-12-29,기타 산업,300.9,5.6,휴무,일
2024-12-30,기타 산업,977.2,6.3,조업,월
2024-12-31,기타 산업,1040.0,8.1,조업,화
